Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Decisao
35,male,3,own,little,moderate,1050,6,furniture/equipment,Aprovado
50,female,1,own,little,rich,1047,6,education,Aprovado
27,male,3,own,little,unknown,6314,24,vacation/others,Negado
34,male,2,own,rich,moderate,3496,30,furniture/equipment,Aprovado
27,female,2,own,little,unknown,3609,48,business,Aprovado
43,male,2,rent,little,little,4843,12,car,Aprovado
47,male,2,own,little,rich,3017,30,radio/TV,Aprovado
27,male,1,own,moderate,unknown,4139,24,business,Aprovado
31,male,2,own,moderate,unknown,5742,36,business,Aprovado
42,male,3,own,little,unknown,10366,60,car,Negado
24,male,2,own,quite rich,unknown,2080,6,car,Aprovado
41,male,1,own,quite rich,unknown,2580,21,business,Aprovado
26,female,3,rent,little,unknown,4530,30,radio/TV,Aprovado
33,male,2,own,little,unknown,5150,24,furniture/equipment,Negado
24,male,2,own,moderate,moderate,5595,72,radio/TV,Negado
64,male,1,rent,little,little,2384,24,radio/TV,Aprovado
26,female,2,own,little,unknown,1453,18,radio/TV,Aprovado
56,female,2,own,little,unknown,1538,6,education,Aprovado
37,male,2,free,unknown,unknown,2279,12,radio/TV,Aprovado
33,male,2,own,little,unknown,1478,15,radio/TV,Aprovado
47,male,2,free,little,unknown,5103,24,radio/TV,Negado
31,male,1,own,moderate,moderate,9857,36,business,Aprovado
34,male,2,free,unknown,unknown,6527,60,car,Negado
27,male,2,own,unknown,rich,1347,10,radio/TV,Aprovado
30,male,2,free,moderate,moderate,2862,36,car,Aprovado
35,male,2,own,moderate,unknown,2753,9,radio/TV,Aprovado
31,male,2,own,rich,little,3651,12,car,Aprovado
25,male,2,own,little,little,975,15,furniture/equipment,Aprovado
25,female,1,own,moderate,moderate,2631,15,repairs,Aprovado
29,male,2,own,moderate,moderate,2896,24,radio/TV,Aprovado
44,male,1,own,unknown,little,4716,6,car,Aprovado
28,male,2,own,little,unknown,2284,24,radio/TV,Aprovado
50,male,2,rent,quite rich,unknown,1236,6,car,Aprovado
29,male,2,own,little,moderate,1103,12,radio/TV,Aprovado
38,female,0,own,little,unknown,926,12,car,Aprovado
24,male,2,own,little,unknown,1800,18,radio/TV,Aprovado
40,male,3,rent,little,rich,1905,15,education,Aprovado
29,female,1,rent,quite rich,unknown,1123,12,furniture/equipment,Aprovado
46,male,2,free,little,little,6331,48,car,Negado
47,female,2,free,moderate,rich,1377,24,radio/TV,Aprovado
41,male,2,own,moderate,moderate,2503,30,business,Aprovado
32,female,2,own,little,moderate,2528,27,business,Aprovado
35,female,2,free,quite rich,unknown,5324,15,car,Aprovado
24,male,2,own,moderate,moderate,6560,48,car,Negado
25,female,2,rent,little,moderate,2969,12,furniture/equipment,Aprovado
25,female,2,own,little,moderate,1206,9,radio/TV,Aprovado
37,male,1,own,little,moderate,2118,9,radio/TV,Aprovado
32,male,3,own,quite rich,unknown,629,18,radio/TV,Aprovado
35,female,2,free,little,little,1198,6,education,Aprovado
46,male,3,own,unknown,unknown,2476,21,car,Aprovado
25,male,1,own,little,little,1138,9,radio/TV,Aprovado
27,male,3,own,little,moderate,14027,60,car,Negado
63,male,2,own,unknown,unknown,7596,30,car,Negado
40,male,2,own,unknown,unknown,3077,30,radio/TV,Aprovado
32,male,3,free,little,unknown,1505,18,radio/TV,Aprovado
31,male,2,own,unknown,rich,3148,24,radio/TV,Aprovado
31,male,2,own,moderate,moderate,6148,20,car,Aprovado
34,male,3,own,little,rich,1337,9,radio/TV,Aprovado
24,female,2,rent,rich,moderate,433,6,education,Aprovado
24,female,1,own,little,little,1228,12,car,Aprovado
66,female,1,own,quite rich,moderate,790,9,radio/TV,Aprovado
21,female,2,rent,little,unknown,2570,27,car,Negado
41,female,1,own,rich,unknown,250,6,car,Aprovado
47,male,1,own,quite rich,unknown,1316,15,radio/TV,Aprovado
25,female,2,rent,little,little,1882,18,radio/TV,Aprovado
59,female,2,rent,little,moderate,6416,48,business,Negado
36,male,2,own,rich,rich,1275,24,business,Aprovado
33,male,2,own,little,moderate,6403,24,radio/TV,Negado
21,male,1,rent,little,little,1987,24,radio/TV,Aprovado
44,female,1,own,little,moderate,760,8,radio/TV,Aprovado
28,female,2,rent,rich,unknown,2603,24,car,Aprovado
37,female,2,own,little,unknown,3380,4,car,Aprovado
29,female,0,own,unknown,moderate,3990,36,domestic appliances,Aprovado
23,female,3,rent,little,moderate,11560,24,car,Negado
35,male,1,own,moderate,little,4380,18,car,Aprovado
45,male,3,own,little,unknown,6761,6,car,Negado
26,female,1,rent,moderate,moderate,4280,30,business,Aprovado
32,male,2,own,moderate,little,2325,24,car,Aprovado
23,male,1,own,little,moderate,1048,10,radio/TV,Aprovado
41,male,2,own,unknown,unknown,3160,21,radio/TV,Aprovado
22,male,2,own,quite rich,little,2483,24,furniture/equipment,Aprovado
30,male,3,own,unknown,little,14179,39,furniture/equipment,Negado
28,male,1,own,little,little,1797,13,business,Aprovado
23,female,2,rent,little,little,2511,15,car,Aprovado
37,female,1,own,little,little,1274,12,car,Aprovado
26,male,2,own,unknown,unknown,5248,21,car,Negado
33,male,2,own,little,unknown,3029,15,car,Aprovado
49,female,2,own,little,little,428,6,furniture/equipment,Aprovado
23,female,1,own,little,little,976,18,car,Aprovado
23,female,1,rent,moderate,moderate,841,12,business,Aprovado
25,female,2,own,little,unknown,5771,30,radio/TV,Negado
55,male,2,free,rich,unknown,1555,12,repairs,Aprovado
32,female,2,rent,unknown,little,1285,24,car,Aprovado
74,male,0,own,little,rich,1299,6,car,Aprovado
39,male,2,free,unknown,rich,1271,15,radio/TV,Aprovado
31,male,2,own,little,unknown,1393,24,car,Aprovado
35,male,2,own,little,little,691,12,car,Aprovado
59,female,2,own,unknown,unknown,5045,15,car,Negado
24,female,2,rent,little,little,2124,18,furniture/equipment,Aprovado
24,male,1,own,little,little,2214,12,radio/TV,Aprovado
30,male,3,free,unknown,unknown,12680,21,car,Negado
27,male,2,own,moderate,unknown,2463,24,car,Aprovado
40,male,1,own,little,moderate,1155,12,radio/TV,Aprovado
31,male,1,own,little,little,3108,30,furniture/equipment,Aprovado
31,female,2,rent,unknown,unknown,2901,10,car,Aprovado
28,male,2,rent,little,moderate,3617,12,furniture/equipment,Aprovado
63,male,1,own,little,unknown,1655,12,radio/TV,Aprovado
26,female,2,rent,unknown,little,2812,24,car,Aprovado
25,female,3,own,little,little,8065,36,education,Negado
36,male,3,own,little,unknown,3275,21,car,Aprovado
52,male,2,own,moderate,unknown,2223,24,radio/TV,Aprovado
66,male,0,free,quite rich,rich,1480,12,car,Aprovado
25,female,2,rent,unknown,little,1371,24,car,Aprovado
37,male,2,own,little,unknown,3535,36,car,Aprovado
25,female,2,own,little,little,3509,18,radio/TV,Aprovado
38,male,3,own,rich,unknown,5711,36,car,Aprovado
67,female,2,own,little,moderate,3872,18,repairs,Aprovado
25,male,2,own,little,moderate,4933,39,radio/TV,Aprovado
60,male,2,own,rich,unknown,1940,24,car,Aprovado
31,male,1,own,little,moderate,1410,12,education,Aprovado
23,female,1,own,moderate,moderate,836,12,car,Aprovado
60,male,3,own,unknown,moderate,6468,20,car,Negado
35,male,1,own,rich,moderate,1941,18,business,Aprovado
40,male,2,own,quite rich,unknown,2675,22,radio/TV,Aprovado
38,male,2,own,unknown,unknown,2751,48,car,Aprovado
50,male,2,free,little,moderate,6224,48,education,Negado
27,male,2,own,little,little,5998,40,education,Negado
39,female,2,own,little,moderate,1188,21,business,Aprovado
41,male,3,own,unknown,unknown,6313,24,car,Negado
27,male,2,own,unknown,unknown,1221,6,furniture/equipment,Aprovado
51,male,2,free,little,rich,2892,24,furniture/equipment,Aprovado
32,male,2,rent,quite rich,unknown,3062,24,furniture/equipment,Aprovado
22,female,2,rent,moderate,unknown,2301,9,furniture/equipment,Aprovado
51,male,2,free,unknown,little,7511,18,car,Negado
22,female,1,rent,little,unknown,1258,12,furniture/equipment,Aprovado
54,male,2,own,unknown,unknown,717,24,car,Aprovado
35,male,0,own,unknown,moderate,1549,9,car,Aprovado
54,male,2,free,little,unknown,1597,24,education,Aprovado
48,female,1,rent,little,moderate,1795,18,radio/TV,Aprovado
24,female,2,own,little,little,4272,20,furniture/equipment,Aprovado
35,male,2,own,unknown,unknown,976,12,radio/TV,Aprovado
24,female,0,rent,unknown,moderate,7472,12,car,Negado
24,male,2,own,little,little,9271,36,car,Negado
26,male,1,own,little,moderate,590,6,radio/TV,Aprovado
65,male,2,own,unknown,unknown,930,12,radio/TV,Aprovado
55,male,3,free,little,moderate,9283,42,car,Negado
26,female,0,rent,little,moderate,1778,15,car,Aprovado
26,male,2,own,little,moderate,907,8,business,Aprovado
28,male,1,own,little,moderate,484,6,radio/TV,Aprovado
24,male,2,own,little,little,9629,36,car,Negado
54,male,2,own,little,little,3051,48,domestic appliances,Aprovado
46,male,2,free,little,little,3931,48,car,Aprovado
54,female,2,rent,little,moderate,7432,36,car,Negado
62,male,2,own,quite rich,unknown,1338,6,domestic appliances,Aprovado
24,female,2,rent,little,unknown,1554,6,radio/TV,Aprovado
43,male,3,own,little,little,15857,36,vacation/others,Negado
26,male,2,own,little,little,1345,18,radio/TV,Aprovado
27,male,2,own,little,unknown,1101,12,car,Aprovado
24,male,2,own,little,rich,3016,12,radio/TV,Aprovado
41,male,2,own,little,little,2712,36,furniture/equipment,Aprovado
47,male,1,own,little,little,731,8,car,Aprovado
35,male,3,own,little,unknown,3780,18,furniture/equipment,Aprovado
30,male,2,own,little,little,1602,21,car,Aprovado
33,female,2,rent,little,little,3966,18,car,Aprovado
36,male,2,own,little,unknown,4165,18,business,Aprovado
47,male,2,free,unknown,little,8335,36,car,Negado
38,male,2,free,unknown,moderate,6681,48,business,Negado
44,male,2,own,quite rich,unknown,2375,24,business,Aprovado
23,female,2,rent,little,little,1216,18,car,Aprovado
29,male,2,rent,little,little,11816,45,business,Negado
42,female,2,own,unknown,moderate,5084,24,radio/TV,Negado
25,female,1,own,little,rich,2327,15,radio/TV,Aprovado
48,male,2,own,little,little,1082,12,car,Aprovado
21,female,2,own,unknown,unknown,886,12,radio/TV,Aprovado
23,female,1,rent,little,unknown,601,4,furniture/equipment,Aprovado
63,male,2,own,little,little,2957,24,car,Aprovado
46,male,2,own,little,unknown,2611,24,radio/TV,Aprovado
29,male,2,own,little,little,5179,36,furniture/equipment,Negado
28,male,1,own,little,unknown,2993,21,car,Aprovado
23,female,2,own,little,unknown,1943,18,repairs,Aprovado
50,male,2,own,little,unknown,1559,24,business,Aprovado
47,male,2,own,little,unknown,3422,18,furniture/equipment,Aprovado
35,male,2,own,unknown,moderate,3976,21,furniture/equipment,Aprovado
68,male,2,rent,unknown,unknown,6761,18,car,Negado
28,male,2,own,little,unknown,1249,24,car,Aprovado
59,male,2,own,little,little,1364,9,radio/TV,Aprovado
57,male,1,own,little,little,709,12,radio/TV,Aprovado
33,male,2,rent,little,little,2235,20,car,Aprovado
43,male,2,own,unknown,unknown,4042,24,car,Aprovado
35,male,2,free,little,unknown,1471,15,radio/TV,Aprovado
32,male,1,free,little,little,1442,18,car,Aprovado
45,male,2,own,little,unknown,10875,36,car,Negado
33,male,2,own,moderate,unknown,1474,24,car,Aprovado
40,female,2,own,unknown,unknown,894,10,education,Aprovado
28,male,2,free,little,unknown,3343,15,furniture/equipment,Aprovado
29,female,2,own,little,little,3959,15,car,Aprovado
26,male,2,rent,moderate,unknown,3577,9,car,Aprovado
27,male,2,own,rich,unknown,5804,24,car,Aprovado
28,male,2,own,little,unknown,2169,18,business,Aprovado
35,female,2,own,little,little,2439,24,radio/TV,Aprovado
32,male,1,own,rich,unknown,4526,27,furniture/equipment,Aprovado
25,male,1,rent,little,unknown,2210,10,furniture/equipment,Aprovado
20,female,2,rent,quite rich,unknown,2221,15,furniture/equipment,Aprovado
27,female,2,own,little,little,2389,18,radio/TV,Aprovado
42,male,2,own,little,unknown,3331,12,furniture/equipment,Aprovado
37,male,2,own,unknown,unknown,7409,36,business,Negado
24,female,2,rent,little,little,652,12,furniture/equipment,Aprovado
40,female,2,own,quite rich,unknown,7678,36,furniture/equipment,Aprovado
46,male,2,own,little,rich,1343,6,car,Aprovado
26,male,2,own,moderate,little,1382,24,business,Aprovado
24,female,2,own,unknown,unknown,874,15,domestic appliances,Aprovado
29,male,1,own,little,little,3590,12,furniture/equipment,Aprovado
40,female,2,own,rich,moderate,1322,11,car,Aprovado
36,male,3,free,little,little,1940,18,radio/TV,Aprovado
28,male,2,own,little,unknown,3595,36,radio/TV,Aprovado
27,male,3,free,little,little,1422,9,car,Aprovado
36,male,2,own,unknown,unknown,6742,30,radio/TV,Negado
38,male,3,own,little,unknown,7814,24,car,Negado
48,male,2,free,unknown,unknown,9277,24,car,Negado
36,male,2,own,unknown,moderate,2181,30,car,Aprovado
65,female,0,own,little,unknown,1098,18,radio/TV,Aprovado
43,male,2,own,little,moderate,4057,24,furniture/equipment,Aprovado
53,female,2,own,little,little,795,12,education,Aprovado
34,male,2,own,unknown,moderate,2825,24,business,Aprovado
23,male,2,own,little,moderate,15672,48,business,Negado
34,male,3,own,little,unknown,6614,36,car,Negado
40,male,2,rent,unknown,unknown,7824,28,car,Negado
43,male,3,own,little,little,2442,27,business,Aprovado
46,male,2,own,little,unknown,1829,15,radio/TV,Aprovado
38,male,1,own,little,little,2171,12,car,Aprovado
34,male,2,own,little,moderate,5800,36,car,Negado
29,male,2,own,unknown,unknown,1169,18,radio/TV,Aprovado
31,male,3,own,unknown,unknown,8947,36,car,Negado
28,female,3,rent,little,little,2606,21,radio/TV,Aprovado
35,female,2,own,rich,unknown,1592,12,furniture/equipment,Aprovado
33,female,1,rent,unknown,unknown,2186,15,furniture/equipment,Aprovado
42,male,2,own,little,little,4153,18,furniture/equipment,Aprovado
43,male,2,rent,little,little,2625,16,car,Aprovado
44,male,2,own,unknown,unknown,3485,20,car,Aprovado
42,male,2,free,unknown,unknown,10477,36,car,Negado
40,male,2,rent,unknown,unknown,1386,15,radio/TV,Aprovado
36,male,3,own,little,unknown,1278,24,radio/TV,Aprovado
20,male,3,rent,little,little,1107,12,radio/TV,Aprovado
24,male,1,own,unknown,little,3763,21,car,Aprovado
27,male,2,own,unknown,moderate,3711,36,education,Aprovado
46,female,1,own,little,unknown,3594,15,car,Aprovado
33,female,1,own,unknown,moderate,3195,9,car,Aprovado
34,female,2,own,little,unknown,4454,36,radio/TV,Aprovado
25,female,1,own,little,moderate,4736,24,furniture/equipment,Aprovado
25,female,2,own,unknown,moderate,2991,30,radio/TV,Aprovado
28,male,2,own,rich,unknown,2142,11,business,Aprovado
31,male,2,rent,little,little,3161,24,business,Aprovado
32,female,3,own,little,moderate,18424,48,vacation/others,Negado
32,male,2,own,moderate,unknown,2848,10,car,Aprovado
68,male,3,own,little,little,14896,6,car,Negado
33,male,2,own,moderate,little,2359,24,furniture/equipment,Aprovado
39,male,3,rent,little,little,3345,24,furniture/equipment,Aprovado
28,female,2,own,little,unknown,1817,18,furniture/equipment,Aprovado
37,male,3,own,quite rich,unknown,12749,48,radio/TV,Aprovado
22,female,2,rent,little,little,1366,9,radio/TV,Aprovado
30,male,2,rent,little,moderate,2002,12,car,Aprovado
55,male,2,own,little,little,6872,24,furniture/equipment,Negado
46,male,2,own,little,little,697,12,car,Aprovado
21,female,2,rent,little,little,1049,18,furniture/equipment,Aprovado
39,male,2,free,little,little,10297,48,car,Negado
58,male,2,own,unknown,unknown,1867,30,radio/TV,Aprovado
43,male,1,own,little,little,1344,12,car,Aprovado
24,male,1,own,little,little,1747,24,furniture/equipment,Aprovado
22,female,2,own,little,moderate,1670,9,radio/TV,Aprovado
30,male,2,own,little,unknown,1224,9,car,Aprovado
42,male,2,own,quite rich,unknown,522,12,radio/TV,Aprovado
23,female,2,own,little,little,1498,12,radio/TV,Aprovado
30,male,3,own,moderate,moderate,1919,30,radio/TV,Aprovado
28,female,1,own,little,rich,745,9,radio/TV,Aprovado
30,male,3,rent,little,moderate,2063,6,radio/TV,Aprovado
42,male,2,free,little,moderate,6288,60,education,Negado
46,male,3,own,unknown,unknown,6842,24,car,Negado
45,male,3,own,unknown,unknown,3527,12,car,Aprovado
31,male,1,own,little,unknown,1546,10,car,Aprovado
31,male,2,own,unknown,unknown,929,24,furniture/equipment,Aprovado
42,male,1,own,little,unknown,1455,4,car,Aprovado
46,female,2,rent,little,little,1845,15,furniture/equipment,Aprovado
30,female,2,own,quite rich,moderate,8358,48,car,Aprovado
30,male,2,free,quite rich,little,3349,24,furniture/equipment,Aprovado
38,male,3,own,unknown,unknown,2859,12,car,Aprovado
43,male,1,own,little,unknown,1533,18,furniture/equipment,Aprovado
31,male,2,own,moderate,unknown,3621,24,radio/TV,Aprovado
40,male,0,own,little,moderate,3590,18,business,Aprovado
24,male,2,own,little,little,2145,36,business,Negado
28,female,2,rent,quite rich,moderate,4113,24,car,Aprovado
26,female,3,own,little,unknown,10974,36,furniture/equipment,Negado
29,female,2,own,little,little,1893,12,car,Aprovado
57,female,3,rent,rich,little,1231,24,radio/TV,Aprovado
49,male,1,own,unknown,rich,3656,30,radio/TV,Aprovado
37,male,1,own,little,moderate,1154,9,radio/TV,Aprovado
45,male,1,own,little,little,4006,28,car,Aprovado
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,Aprovado
30,male,2,rent,little,unknown,1740,6,radio/TV,Aprovado
47,male,2,own,little,moderate,2353,21,car,Aprovado
29,male,2,own,unknown,unknown,3556,15,car,Aprovado
35,male,2,own,quite rich,unknown,2397,24,radio/TV,Aprovado
22,male,1,own,little,moderate,454,6,repairs,Aprovado
26,female,2,own,unknown,moderate,1715,30,radio/TV,Aprovado
23,male,1,own,quite rich,moderate,2520,27,radio/TV,Negado
54,female,3,rent,little,unknown,3568,15,radio/TV,Aprovado
29,male,2,rent,unknown,unknown,7166,42,radio/TV,Negado
40,male,1,own,little,little,3939,11,car,Aprovado
22,male,2,own,moderate,moderate,1514,15,repairs,Aprovado
43,male,1,own,little,unknown,7393,24,car,Negado
29,female,0,rent,little,little,1193,24,car,Aprovado
36,male,2,rent,little,little,7297,60,business,Negado
33,female,2,own,little,unknown,2831,30,radio/TV,Aprovado
57,female,1,own,quite rich,rich,1258,24,radio/TV,Aprovado
64,female,2,own,little,moderate,753,6,radio/TV,Aprovado
42,male,2,own,unknown,moderate,2427,18,business,Aprovado
47,male,1,own,little,unknown,2538,24,car,Aprovado
25,male,2,rent,moderate,moderate,1264,15,car,Aprovado
49,male,2,own,little,moderate,8386,30,furniture/equipment,Negado
33,male,3,rent,little,unknown,4844,48,business,Aprovado
28,female,3,own,moderate,rich,2923,21,car,Aprovado
26,male,2,own,little,little,8229,36,car,Negado
30,male,1,own,little,unknown,2028,24,furniture/equipment,Aprovado
25,female,2,rent,little,little,1433,15,furniture/equipment,Aprovado
33,male,2,own,little,rich,6289,42,business,Negado
64,female,2,own,moderate,unknown,1409,13,radio/TV,Aprovado
29,male,3,free,little,little,6579,24,car,Negado
48,male,1,own,little,moderate,1743,24,radio/TV,Aprovado
37,male,1,own,unknown,unknown,3565,12,education,Aprovado
34,male,1,own,moderate,unknown,1569,15,radio/TV,Aprovado
23,male,1,rent,unknown,little,1936,18,radio/TV,Aprovado
30,male,3,own,little,little,3959,36,furniture/equipment,Aprovado
50,male,2,own,unknown,unknown,2390,12,car,Aprovado
31,female,1,own,little,unknown,1736,12,furniture/equipment,Aprovado
40,male,3,own,little,little,3857,30,car,Aprovado
38,male,2,own,little,unknown,804,12,radio/TV,Aprovado
23,male,2,free,little,little,1845,45,radio/TV,Negado
27,male,2,own,moderate,moderate,4576,45,car,Aprovado
